0,sohn-jugendliche-prozess (0)
1,see-vorteil-boot (1)
2,maßnahme-signal-musik (2)
3,kirche-individuum-gott (3)
4,programm-film-kanal (4)
5,haus-straße-meter (5)
6,professor-student-anruf (6)
7,projekt-klau-grüßen (7)
8,insel-pfund-marine (8)
9,kind-frau-sohn (9)
10,bürgerheim-puppe-telephon (10)
11,karsch-zweck-kunst (11)
12,brief-zeit-herr (12)
13,stierstrasse-archiv-öffentlichkeit (13)
14,ball-bevölkerung-regierung (14)
15,our-park-drive (15)
16,text-sprache-meinung (16)
17,himmel-sommerfeld-genosse (17)
18,name-ding-fassung (18)
19,lärm-schwede-gin (19)
