0	0,01513	zitat genosse formen rot test reimen durchziehen relativität benutzt altenglisch lachen bemüht auftreten stattsapparat eibuße briefumschlag verabreichung hager aufrührerisch fähnchen klammer code gesichtsfarbe mangelnd erachten beschaffenheit neutralisieren beinen gegenentwurf leserlich sonnenbrille kürze million balken angeführt blicken schwede gefälligst gleichgültig enden absolut blau vieldeutig windsorknoten gespenst schwitzend ehrenmann halsstarrigkeit bereinigen unzureichend 
1	0,0156	variation nachtschwester song dienst station seitenschwester nachtdienst schülerin operation umziehen üblich unvergesslich klinik telephon besinnen streifen essen sanatorium oberschwester visite chefstation stationsschwester hilfsschwester säuglingsschwester monarch hoffend transpress-verlag selig umstaenden leids-ordner geschenkverordnung kurios unverbindlich wandlung urtümlich gedrungen abspielen ch krankenschwester weiblich dringen quader handfest chef notfall werd unbedingt schulzeit versehen erkundigung 
2	0,01106	reform eingang ominös griechisch lore erziehung hl wochenende hinfahren fisch gegenstück erwähnung schweifen mythologie schämen grieche fürchterlich wettbewerb entfaltung avantgarde verdient forschen strohdach apo mentalität pop heften zustellen stellvertretend festland kämpfen minutiös unterkühlen institutsleitung nuschke-straße nebenbahnsteig schalterhalle suggestiv verdeutlichen maschinenfabrik alltagsgebilde ueberblicken rauskommen aussperren rueckreis sonntagszeitung boxkampf ruehren riesenrad pizza 
3	0,02175	projekt welle kloster radio erläuterung arbeit wind eilbote fass batterie umarmung symptom rügen kräftig korrespondenz anfrage technisch briefroman garnieren puzzle begrenzt hermetisch entstammen fabel soziologisch expedieren analyse pfeife ostwind küste leuchtturm handschrift zigarette fleisch feuer unverdächtig gemütsleben beweggrund hiersein spenden erschreckt pfiff bibliographie appendix parat falten auseinandernehmen verwunderung galerie leuchtfeuer 
4	0,01635	passierschein onkel botschaft jahrbuch ersichtlich präsident biograph braustrasse attentat gewehr erschießen witz jüdisch durchgehen tempelhof himmel ungläubig spritzbrunnen codewechsel kautabak striptease abstellen kulturprominenz landmann jahreskalender böswillig reflexivpronomen etappe faszination katholisch golden hauptsache bedauerlich nazi brüderlich erweiterung kürze lehrauftrag befürchten rang matt staatlich dm regen infinitiv butter halb taschenbuch hinterherwerfen höllenmaschine 
5	1,741	brief sagen schreiben lassen sehen geben zeit liebe lieb grüßen verstehen letzt neu herr tag herzlich grund nehmen wort halten denken genau woche frage stellen art leben stehen seite bleiben schön liegen lesen finden glauben freund bitten buch gewiss scheinen sprechen erklären gruß alt satz geschichte heißen sicher bringen fragen 
6	0,00912	verhaftung ablehnung minister verlangen auftrag aktion mörder kriminalspiel anzeigende meinungsäußerung bonner dossier doppelbrief asyl dankesansprache einzelzimmer television täuschend justiz renovieren inserat geliebt dummheit rostocker verhaften erlangen informieren militärisch telegrafisch balkon rechnen pauke redaktion rauchen ost verbreitung behinderung unumgänglich erlöschen regional solidität wegmachen inseratesweg hausjurist protagonist inszeniert anzeige sau bundesweit abhielt,nervös 
7	0,64177	wünschen liebe jahr bitten frau land tag adresse januar november herr buch verlag lassen schicken grüssen nummer august bedanken telefon wunsch zeit brief dr september schreiben sendung mitteilen frage mai nah dezember gelegentlich deutsch bekommen kind akademie erfahren geburtstag finden entschuldigen juni oktober nennen woche besuch april schriftsteller gelegenheit post 
8	0,0111	sohn fachbereich bloch prozess ost-berliner gefängnis legen jugendliche jährig philosophie institut fett tüte protestaktion stadtgericht besetzung wiederholt verurteilen engel einfluss gummiring nadelbrücke karte meinungsverschiedenheit trauerfeier flüchtling biene währungsgebiet tröstend bildhauerin marxismus-leninismus haft häuserwand bewährung gesamtausgabe verantworten front witwe vorwerfen schädlich gericht anwesend stellvertretend verhaftet aussetzen vortrag tochter beteiligung cousine strafe 
9	0,01095	verbittert premiere feind ausführung unterbrechen angesicht planen pause quengelein klettenbergstrasse benutzbar vordringen anforderung erleuchten enge aufgeregt mathematik jugoslawisch großzügig stämmig vernachlässigung sibirisch luxushotel weltstelle diesmalnochnichtsein vorführung dumpf umziehen redensart schriftverkehr beziehbar definit rübe unterdrücken pensionieren bösartig strafarbeit ungeduld überzeugt jahrlang ergiebig lebensfülle zahl brust ausreise erneut jenseitig strafe nähern maingegend 
10	0,01331	echoen schwiegervater gedämpft gründen genießen unverwüstlich scharnhorst kaktus mozart-konzert amsel angestrengt einführen zimmern idylle erhitzt scotch kartoffelsalat findling großvater weihnachtsbrief streichquartett bad entblöden bungalow weihnachtsfest enkel darbieten rauh erraten raum markieren trotz rübenberg kondensstreifen salzknabe neutral sommer erzürnt kammerlinguist geziemend bäumen lauttranszendenz pappen holzen mitzuführend punkten drehung dynamik prätension geworfen 
11	0,00174	absatz übergeben bleibe version rand naxosfaden sender kaffee intellektuelle brieflich beziehung abschicken bewegung parallele loyalität gebet ornamental treppenhaus bewenden bitterlich motel angeboten eminent virtuose schriftgrad schriftzeichen apotheker nymphenburg unendlich kommentieren verlaufen gemse talent konflikt abendessen angesicht autobahn horizont irrsinnig vorteil wacker äußerung schlagerlotterie explodierend konfessionsschule schlusslicht motor wahren staatsorgan kommutativ 
12	0,04742	bürgerheim telephon band herzhaft buchhandlung amt beiläufig zuneigung einschlägig umarmung plostflugzeug tabak grenze umgekehrt sowjetisch expedieren linguist balkon richtung dankeschön vereinigt demokratisch vermutung eingang staat semantik mathematisch drei aufsatz besichtigung leuchtturm syntax dichter bestätigen verzögerung anteilnahme titel tochter woche promotion zulassen schaffnergeschichte weltkrieg vergreifen räumlich auslösen symphonie kilometer chinese geteilt 
13	0,01522	arabisch politik osten araber israelisch parteinahme kanadisch bedürfte faul sozialismus westen sieg einschätzung aufstehen arbeiter ressentiment versprechung zwischenzeit tschechow-erzählung gottvatermäßig antisemitismus zionismus blockade israeli hindernis kleinigkeit kl begütigend forum lautstärke provokation komplizieren schatz gelächter kehrseite eindeutigkeit sorte wunderbar versorgung gold erlassen schließung zuflucht jahrelang hinauslaufen positiv verwickeln irritieren drohend krieg 
14	0,01069	kunst schreibe komma karsch vergnügen firma intonation optiker interpunktion brille bergleute glaskanzel wortanfang redundanz unvorsichtig bügellänge postbeamte hypothese maßstab bügel carlton syntaktisch aspekt nase poesie komponente grube biologie drinstecken großschreibung zusammengehörigkeit gesamtgestus metall plausibel metzler befreit kaffeemühle quantität rettung ehesten bettag zufälligkeit vorlesung reportage hergeben semantisch einschlägig markieren einreden mitspielen 
15	0,01082	drachen stadt barbier dumm erben belagern missen auslassung tragfähig honorarfrei erlass komitee honoratioren drache differenz töten jungfrau tanzen großmutter druckseite disposition dichtend konto allgemeinheit nachschlagen steinhaus verbittern kummer glaubwürdig weiterfahren münchner gestanden kreisen eingestehen takt leer weise verbohren beschreiber sondierung schublade johnson-bändchen wiederwahl scheuernd glänzen löwenherz beigegeben seelenvoll falschmünzerbrief sortieren 
16	0,03393	reden vertrauen misstrauen anteilnahme fürchten angst beruf verständlich urteilen pause vermuten freundin lächeln verlust vorkommen vorführen kind unerträglich begreifen nähern vorbehalt versammlung wörterbuch partner trümmer verstecken lachen edel vorenthalten bewusst braten mitteilung anteil ordinär durst verletzung appetit ausgesucht spruch schaf übertragung beikommen vermutet entdecken unangenehm unerfindlich schwerlich misstrauisch überfallen ungeduld 
17	0,0256	programm ostdeutsch kanal sendung westdeutsch westlich fernsehen besprechung zeitung begrüßen produktion kunde ankündigung tagesspiegel instanz vertreten information umgebung abonnent langeweile ostprogramm kleinkünstler kenntnisnahme konsument kontext kritik politisch machart journalist pharmakologie journalismus dramaturgie adlershof gelächter fabel irre exemplifizieren fernsehfunk auftrag erschrecken hallsteindoktrin richtung erzeugen würdig betrachter funktion lüge helm fernsehapparat hauschild 
18	0,00966	alt halle laut hügel stufe hauptstraße bank windmühle pferdefuhrwerk schimpfen kaufhaus kellnerin schalter ansässige januarheft hl gr ross gott seitlich hyazinthe abbiegend schienenersatzverkehr bahnbeamte sehend problematisch stumpf taxifahrer korrekt bahnlinie gebaut kreuz einschätzen bundesbahn modisch kleinbahn konzentrieren industrie empört pathologie unwürdig volkspolizei sarg saal vetter sog minimum mecklenburgisch fernsehantenne rückfahrkarte 
19	0,01884	höhe stürmisch anhänger zeitgeist dichten schmal komponist löchern testen schwellen turm haustür eimer entrichten männlich zug erwachen meter apostel wiederkehrend passion aufzeichnung kontrollpunkt meldewesen überlegenheit raunen tätig profitieren rennen wiedergutmachung einbildung fleck unbelastet vereinbarung ausbauen proper anheizen schleppen wissenschaftler geliefert auffüllen nachprüfung gesetzmäßig anheimfallen nachschlagen lauschen konstruieren verbindlichkeit vernunft sächsische 
20	0,01243	meinung absatz stil öffentlich eindeutig behauptung auslegung kneipengeschichte zweideutig kontext punkt brille leer trennung salut stilistisch greifbar kombiwagen anhaltend bitter studium draht vokabular stimmen übermittlung atelierspiel kabinettstück schlangenkönigin freitagabend krude heraushören verabschiedung oratorisch sieger einmalig transportbewegung statistisch testament vermeinen kneipenkatzenjammer widersprüchlich psychosenblatt alarm alkoholgespenst saugen rempeln kundgabe erzeugung erklärt individuell 
21	0,02451	see boot wasser wahrheit strecke zeltplatz nachteil ufer wald vorteil sonne zelten kanal langweilig paddelboot zelt ware liebste nebel entdeckung fahrt wetter route sprengen heilig weiterfahren aussteigen nachtrag ermutigen blatt streifen realisieren überlaufen wunsch flaschenhals weiterfahrt lokalzug umtragen verkrauten gummilösung süße sport-fest ausnehmend viktualien zippelsförde befahrbar kielstreifen imprägnieren weitergehen unwirklich 
22	0,01098	himmel erzähler erzählung technik baum weyrauch technisch gleichgültig ulysses titel monolog fiktion zimmer auge lebensweise kindheit metaphysik dokument einwand bericht geschichte fragen sinnvoll leihbibliothek geruch zweckmäßig sternchen erzählend phänomen regierung pfeife immanent berechtigt hitze optik sommerfeld figur inner errungenschaft beobachter synthetisch anwohner episch erstaunliche lückenlosigkeit unmittelbarkeit zergehen mitteldeutsche erläutert gegründet 
23	0,01468	einzelhandlung missverständnis versuchsperson persönlich-privat experiment prinzipiell anerkennung jahrestag briefwechsel gram abs feuerbachthese einseitig zustehen schlag unterlaufen nibelungenlied korrigieren formulierung ironie voraussetzung stromstoß kunstwort gekoppelt hausflur tilgen unfreundlich starrsinn zurückgegeben kennzeichnen wohlfühlen terrasse marxismus unregelmäßig kündigung verwandtschaft indirekt einklage unzutreffend projektion demonstrieren umschlag schauspieler faschistoid eingeben abbrechen landhaus schau herzhaft tagesspiegel 
24	0,00745	ball ton keule enden platte geschickt piano betrachtung simultan base sandberg spielfeld erleiden stadium ablauf album ragtime solo lateiner erschreckend vorhergehend nimmermüde ratgeber zeremoniell verwickeln matt egal abrollen nationalhymne abgleiten matte ballen einheimische sand eckig synoptisch foreigner japanisch sichtlich umsitzende miss leere uniform knien version schwingen ragen synchron spiel verlängern 
25	0,01123	karsch unglück rahmen reise widerstand politik proportion dritte psychologie nachdenken fern hoffnung staatstheorie reporter terminal biographie stuhl einsicht lernen entspannung hallstein-doktrin leute-schicksal flüchtlingslager beschränktheit voreingenommen beherbergungswesen erprobung teilung landdachboden überbringen benannt unberaten vernachlässigung liste ironisch alternative beobachtung dünn hack verlängerung herumschlagen radrennfahrer genauigkeit glücken zunehmend herrschend café telefon verhältnis wiedervereinigung 
26	0,01242	ring gebäude bedürfnis seitenblick adel symphonie fünft veranstaltung vortragen schriftstellerkongress bilderbuch einleben zimmertelefon entsenden zerstreut aufzug ironisch dreingabe ritterkreuzträger karlsbader aberglaube intendant heuen kreuz schriftstellern verwandt spielen ebensolch neurose paradox jude gehör faktum unterziehen moskauer koffer geöffnet liefern bedeutsame analytische nächtlich-privat feilen lebensstil beistellen rekognoszieren erstmalig einzubekennen seelenkurort rückblick hausrat 
27	0,02342	anruf zweideutigkeit klingen taufrisch erbitten froh betrag krise geschwindigkeit scheck zeichen begleitung intransigenz sekunde durchstehen einzigartig kalender fröhlich arroganz reiten abhören bela-band erwarten beilage postscheckamt diskutierend zahlung vorausgreifend errichtung bosheit schlagartig augenfarbe weimarer staatsorgan einsteigen leibesvisitation erledigt losung salopp sonstig transfer nervös dosen nähen gelangt fertigen barde sekretär waldgesicht arg 
28	0,02849	genießen brechen tagen alp viert klau freitag heilig freunden tapfer montag wassern vermerken plenum motto verzeihen urteilen fortschrittlich fußen private aufbrechen übernachten faust hütte einschätzen wundersam abfahren ersteigen studien eintreffen walt stiften wohnung auswerten nebeln umfangen erklimmen ankunft prinzipienlosigkeit gedächtniskirche summen chronologie gleichmut bearbeiter königreich vorweisen säkular umgehen letzte mobiliar 
29	0,01407	gesetz nelke stierstrasse sowjetisch gruppe copyright abhängen wasserzeichen meistern mineralwasser landkarte ministerpräsident chinese qualität schauspieler reiseführer symposion gebiet philharmoniker blau offiziell seite interesse hw bürgen synthese würfelbecher singular dinglauf prognose beichtvater reichsschrifttumskammer vorzimmer privatleben rohrpost unkorrekt tschuldige auslaufen pressebericht atemberaubend mathematiker briefroman einfuhr einschuss albanisch superintendent unfug neger entwickeln reihenfetischist 
30	0,01548	bambus vorschrift krumm flugplatz abbreviatur weben vertrauensvoll supplement kosmonaut widerfahren altern abhörgrenze rasieren wortlaut menge nüchtern krumme bedeutungsfeld abschätzen geltungsbereich propagandist halbe indianisch nachfarbe ablick notar decisionsformierend unglaube industrieprodukt verleumder patent rationalistisch betrachtet beschleichen andrehen lustvoll fürsorge lackieren textgebiet berlin-mitte zauberberg lähmen fälschlich misshelligkeit post-wertzeichen aussehend fernmeldewesen frühshoppen druckspalten westgepräge 
